id_time;data;dia;mês;ano;dia_semana;semana;util;feriado
1;26/08/2002;26;8;2002;segunda-feira;35;U;N
2;27/08/2002;27;8;2002;terça-feira;35;U;N
3;28/08/2002;28;8;2002;quarta-feira;35;U;N
4;29/08/2002;29;8;2002;quinta-feira;35;U;N
5;30/08/2002;30;8;2002;sexta-feira;35;U;N
6;31/08/2002;31;8;2002;sábado;35;N;N
7;01/09/2002;1;9;2002;domingo;35;N;N
8;02/09/2002;2;9;2002;segunda-feira;36;U;N
9;03/09/2002;3;9;2002;terça-feira;36;U;N
10;04/09/2002;4;9;2002;quarta-feira;36;U;N
11;05/09/2002;5;9;2002;quinta-feira;36;U;N
12;06/09/2002;6;9;2002;sexta-feira;36;U;N
13;07/09/2002;7;9;2002;sábado;36;N;N
14;08/09/2002;8;9;2002;domingo;36;N;N
15;09/09/2002;9;9;2002;segunda-feira;37;U;N
16;10/09/2002;10;9;2002;terça-feira;37;U;N
17;11/09/2002;11;9;2002;quarta-feira;37;U;N
18;12/09/2002;12;9;2002;quinta-feira;37;U;N
19;13/09/2002;13;9;2002;sexta-feira;37;U;N
20;14/09/2002;14;9;2002;sábado;37;N;N
21;15/09/2002;15;9;2002;domingo;37;N;N
22;16/09/2002;16;9;2002;segunda-feira;38;U;N
23;17/09/2002;17;9;2002;terça-feira;38;U;N
24;18/09/2002;18;9;2002;quarta-feira;38;U;N
25;19/09/2002;19;9;2002;quinta-feira;38;U;N
26;20/09/2002;20;9;2002;sexta-feira;38;U;N
27;21/09/2002;21;9;2002;sábado;38;N;N
28;22/09/2002;22;9;2002;domingo;38;N;N
29;23/09/2002;23;9;2002;segunda-feira;39;U;N
30;24/09/2002;24;9;2002;terça-feira;39;U;N
31;25/09/2002;25;9;2002;quarta-feira;39;U;N
32;26/09/2002;26;9;2002;quinta-feira;39;U;N
33;27/09/2002;27;9;2002;sexta-feira;39;U;N
34;28/09/2002;28;9;2002;sábado;39;N;N
35;29/09/2002;29;9;2002;domingo;39;N;N
36;30/09/2002;30;9;2002;segunda-feira;40;U;N
37;01/10/2002;1;10;2002;terça-feira;40;U;N
38;02/10/2002;2;10;2002;quarta-feira;40;U;N
39;03/10/2002;3;10;2002;quinta-feira;40;U;N
40;04/10/2002;4;10;2002;sexta-feira;40;U;N
41;05/10/2002;5;10;2002;sábado;40;N;S
42;06/10/2002;6;10;2002;domingo;40;N;N
43;07/10/2002;7;10;2002;segunda-feira;41;U;N
44;08/10/2002;8;10;2002;terça-feira;41;U;N
45;09/10/2002;9;10;2002;quarta-feira;41;U;N
46;10/10/2002;10;10;2002;quinta-feira;41;U;N
47;11/10/2002;11;10;2002;sexta-feira;41;U;N
48;12/10/2002;12;10;2002;sábado;41;N;N
49;13/10/2002;13;10;2002;domingo;41;N;N
50;14/10/2002;14;10;2002;segunda-feira;42;U;N
51;15/10/2002;15;10;2002;terça-feira;42;U;N
52;16/10/2002;16;10;2002;quarta-feira;42;U;N
53;17/10/2002;17;10;2002;quinta-feira;42;U;N
54;18/10/2002;18;10;2002;sexta-feira;42;U;N
55;19/10/2002;19;10;2002;sábado;42;N;N
56;20/10/2002;20;10;2002;domingo;42;N;N
57;21/10/2002;21;10;2002;segunda-feira;43;U;N
58;22/10/2002;22;10;2002;terça-feira;43;U;N
59;23/10/2002;23;10;2002;quarta-feira;43;U;N
60;24/10/2002;24;10;2002;quinta-feira;43;U;N
61;25/10/2002;25;10;2002;sexta-feira;43;U;N
62;26/10/2002;26;10;2002;sábado;43;N;N
63;27/10/2002;27;10;2002;domingo;43;N;N
64;28/10/2002;28;10;2002;segunda-feira;44;U;N
65;29/10/2002;29;10;2002;terça-feira;44;U;N
66;30/10/2002;30;10;2002;quarta-feira;44;U;N
67;31/10/2002;31;10;2002;quinta-feira;44;U;N
68;01/11/2002;1;11;2002;sexta-feira;44;N;S
69;02/11/2002;2;11;2002;sábado;44;N;N
70;03/11/2002;3;11;2002;domingo;44;N;N
71;04/11/2002;4;11;2002;segunda-feira;45;U;N
72;05/11/2002;5;11;2002;terça-feira;45;U;N
73;06/11/2002;6;11;2002;quarta-feira;45;U;N
74;07/11/2002;7;11;2002;quinta-feira;45;U;N
75;08/11/2002;8;11;2002;sexta-feira;45;U;N
76;09/11/2002;9;11;2002;sábado;45;N;N
77;10/11/2002;10;11;2002;domingo;45;N;N
78;11/11/2002;11;11;2002;segunda-feira;46;U;N
79;12/11/2002;12;11;2002;terça-feira;46;U;N
80;13/11/2002;13;11;2002;quarta-feira;46;U;N
81;14/11/2002;14;11;2002;quinta-feira;46;U;N
82;15/11/2002;15;11;2002;sexta-feira;46;U;N
83;16/11/2002;16;11;2002;sábado;46;N;N
84;17/11/2002;17;11;2002;domingo;46;N;N
85;18/11/2002;18;11;2002;segunda-feira;47;U;N
86;19/11/2002;19;11;2002;terça-feira;47;U;N
87;20/11/2002;20;11;2002;quarta-feira;47;U;N
88;21/11/2002;21;11;2002;quinta-feira;47;U;N
89;22/11/2002;22;11;2002;sexta-feira;47;U;N
90;23/11/2002;23;11;2002;sábado;47;N;N
91;24/11/2002;24;11;2002;domingo;47;N;N
92;25/11/2002;25;11;2002;segunda-feira;48;U;N
93;26/11/2002;26;11;2002;terça-feira;48;U;N
94;27/11/2002;27;11;2002;quarta-feira;48;U;N
95;28/11/2002;28;11;2002;quinta-feira;48;U;N
96;29/11/2002;29;11;2002;sexta-feira;48;U;N
97;30/11/2002;30;11;2002;sábado;48;N;N
98;01/12/2002;1;12;2002;domingo;48;N;S
99;02/12/2002;2;12;2002;segunda-feira;49;U;N
100;03/12/2002;3;12;2002;terça-feira;49;U;N
101;04/12/2002;4;12;2002;quarta-feira;49;U;N
102;05/12/2002;5;12;2002;quinta-feira;49;U;N
103;06/12/2002;6;12;2002;sexta-feira;49;U;N
104;07/12/2002;7;12;2002;sábado;49;N;N
105;08/12/2002;8;12;2002;domingo;49;N;S
106;09/12/2002;9;12;2002;segunda-feira;50;U;N
107;10/12/2002;10;12;2002;terça-feira;50;U;N
108;11/12/2002;11;12;2002;quarta-feira;50;U;N
109;12/12/2002;12;12;2002;quinta-feira;50;U;N
110;13/12/2002;13;12;2002;sexta-feira;50;U;N
111;14/12/2002;14;12;2002;sábado;50;N;N
112;15/12/2002;15;12;2002;domingo;50;N;N
113;16/12/2002;16;12;2002;segunda-feira;51;U;N
114;17/12/2002;17;12;2002;terça-feira;51;U;N
115;18/12/2002;18;12;2002;quarta-feira;51;U;N
116;19/12/2002;19;12;2002;quinta-feira;51;U;N
117;20/12/2002;20;12;2002;sexta-feira;51;U;N
118;21/12/2002;21;12;2002;sábado;51;N;N
119;22/12/2002;22;12;2002;domingo;51;N;N
120;23/12/2002;23;12;2002;segunda-feira;52;U;N
121;24/12/2002;24;12;2002;terça-feira;52;U;N
122;25/12/2002;25;12;2002;quarta-feira;52;N;S
123;26/12/2002;26;12;2002;quinta-feira;52;U;N
124;27/12/2002;27;12;2002;sexta-feira;52;U;N
125;28/12/2002;28;12;2002;sábado;52;N;N
126;29/12/2002;29;12;2002;domingo;52;N;N
127;30/12/2002;30;12;2002;segunda-feira;1;U;N
128;31/12/2002;31;12;2002;terça-feira;1;U;N
129;01/01/2003;1;1;2003;quarta-feira;1;N;S
130;02/01/2003;2;1;2003;quinta-feira;1;U;N
131;03/01/2003;3;1;2003;sexta-feira;1;U;N
132;04/01/2003;4;1;2003;sábado;1;N;N
133;05/01/2003;5;1;2003;domingo;1;N;N
134;06/01/2003;6;1;2003;segunda-feira;2;U;N
135;07/01/2003;7;1;2003;terça-feira;2;U;N
136;08/01/2003;8;1;2003;quarta-feira;2;U;N
137;09/01/2003;9;1;2003;quinta-feira;2;U;N
138;10/01/2003;10;1;2003;sexta-feira;2;U;N
139;11/01/2003;11;1;2003;sábado;2;N;N
140;12/01/2003;12;1;2003;domingo;2;N;N
141;13/01/2003;13;1;2003;segunda-feira;3;U;N
142;14/01/2003;14;1;2003;terça-feira;3;U;N
143;15/01/2003;15;1;2003;quarta-feira;3;U;N
144;16/01/2003;16;1;2003;quinta-feira;3;U;N
145;17/01/2003;17;1;2003;sexta-feira;3;U;N
146;18/01/2003;18;1;2003;sábado;3;N;N
147;19/01/2003;19;1;2003;domingo;3;N;N
148;20/01/2003;20;1;2003;segunda-feira;4;U;N
149;21/01/2003;21;1;2003;terça-feira;4;U;N
150;22/01/2003;22;1;2003;quarta-feira;4;U;N
151;23/01/2003;23;1;2003;quinta-feira;4;U;N
152;24/01/2003;24;1;2003;sexta-feira;4;U;N
153;25/01/2003;25;1;2003;sábado;4;N;N
154;26/01/2003;26;1;2003;domingo;4;N;N
155;27/01/2003;27;1;2003;segunda-feira;5;U;N
156;28/01/2003;28;1;2003;terça-feira;5;U;N
157;29/01/2003;29;1;2003;quarta-feira;5;U;N
158;30/01/2003;30;1;2003;quinta-feira;5;U;N
159;31/01/2003;31;1;2003;sexta-feira;5;U;N
160;01/02/2003;1;2;2003;sábado;5;N;N
161;02/02/2003;2;2;2003;domingo;5;N;N
162;03/02/2003;3;2;2003;segunda-feira;6;U;N
163;04/02/2003;4;2;2003;terça-feira;6;U;N
164;05/02/2003;5;2;2003;quarta-feira;6;U;N
165;06/02/2003;6;2;2003;quinta-feira;6;U;N
166;07/02/2003;7;2;2003;sexta-feira;6;U;N
167;08/02/2003;8;2;2003;sábado;6;N;N
168;09/02/2003;9;2;2003;domingo;6;N;N
169;10/02/2003;10;2;2003;segunda-feira;7;U;N
170;11/02/2003;11;2;2003;terça-feira;7;U;N
171;12/02/2003;12;2;2003;quarta-feira;7;U;N
172;13/02/2003;13;2;2003;quinta-feira;7;U;N
173;14/02/2003;14;2;2003;sexta-feira;7;U;N
174;15/02/2003;15;2;2003;sábado;7;N;N
175;16/02/2003;16;2;2003;domingo;7;N;N
176;17/02/2003;17;2;2003;segunda-feira;8;U;N
177;18/02/2003;18;2;2003;terça-feira;8;U;N
178;19/02/2003;19;2;2003;quarta-feira;8;U;N
179;20/02/2003;20;2;2003;quinta-feira;8;U;N
180;21/02/2003;21;2;2003;sexta-feira;8;U;N
181;22/02/2003;22;2;2003;sábado;8;N;N
182;23/02/2003;23;2;2003;domingo;8;N;N
183;24/02/2003;24;2;2003;segunda-feira;9;U;N
184;25/02/2003;25;2;2003;terça-feira;9;U;N
185;26/02/2003;26;2;2003;quarta-feira;9;U;N
186;27/02/2003;27;2;2003;quinta-feira;9;U;N
187;28/02/2003;28;2;2003;sexta-feira;9;U;N
188;01/03/2003;1;3;2003;sábado;9;N;N
189;02/03/2003;2;3;2003;domingo;9;N;N
190;03/03/2003;3;3;2003;segunda-feira;10;U;N
191;04/03/2003;4;3;2003;terça-feira;10;N;S
192;05/03/2003;5;3;2003;quarta-feira;10;U;N
193;06/03/2003;6;3;2003;quinta-feira;10;U;N
194;07/03/2003;7;3;2003;sexta-feira;10;U;N
195;08/03/2003;8;3;2003;sábado;10;N;N
196;09/03/2003;9;3;2003;domingo;10;N;N
197;10/03/2003;10;3;2003;segunda-feira;11;U;N
198;11/03/2003;11;3;2003;terça-feira;11;U;N
199;12/03/2003;12;3;2003;quarta-feira;11;U;N
200;13/03/2003;13;3;2003;quinta-feira;11;U;N
201;14/03/2003;14;3;2003;sexta-feira;11;U;N
202;15/03/2003;15;3;2003;sábado;11;N;N
203;16/03/2003;16;3;2003;domingo;11;N;N
204;17/03/2003;17;3;2003;segunda-feira;12;U;N
205;18/03/2003;18;3;2003;terça-feira;12;U;N
206;19/03/2003;19;3;2003;quarta-feira;12;U;N
207;20/03/2003;20;3;2003;quinta-feira;12;U;N
208;21/03/2003;21;3;2003;sexta-feira;12;U;N
209;22/03/2003;22;3;2003;sábado;12;N;N
210;23/03/2003;23;3;2003;domingo;12;N;N
211;24/03/2003;24;3;2003;segunda-feira;13;U;N
212;25/03/2003;25;3;2003;terça-feira;13;U;N
213;26/03/2003;26;3;2003;quarta-feira;13;U;N
214;27/03/2003;27;3;2003;quinta-feira;13;U;N
215;28/03/2003;28;3;2003;sexta-feira;13;U;N
216;29/03/2003;29;3;2003;sábado;13;N;N
217;30/03/2003;30;3;2003;domingo;13;N;N
218;31/03/2003;31;3;2003;segunda-feira;14;U;N
219;01/04/2003;1;4;2003;terça-feira;14;U;N
220;02/04/2003;2;4;2003;quarta-feira;14;U;N
221;03/04/2003;3;4;2003;quinta-feira;14;U;N
222;04/04/2003;4;4;2003;sexta-feira;14;U;N
223;05/04/2003;5;4;2003;sábado;14;N;N
224;06/04/2003;6;4;2003;domingo;14;N;N
225;07/04/2003;7;4;2003;segunda-feira;15;U;N
226;08/04/2003;8;4;2003;terça-feira;15;U;N
227;09/04/2003;9;4;2003;quarta-feira;15;U;N
228;10/04/2003;10;4;2003;quinta-feira;15;U;N
229;11/04/2003;11;4;2003;sexta-feira;15;U;N
230;12/04/2003;12;4;2003;sábado;15;N;N
231;13/04/2003;13;4;2003;domingo;15;N;N
232;14/04/2003;14;4;2003;segunda-feira;16;U;N
233;15/04/2003;15;4;2003;terça-feira;16;U;N
234;16/04/2003;16;4;2003;quarta-feira;16;U;N
235;17/04/2003;17;4;2003;quinta-feira;16;U;N
236;18/04/2003;18;4;2003;sexta-feira;16;N;S
237;19/04/2003;19;4;2003;sábado;16;N;N
238;20/04/2003;20;4;2003;domingo;16;N;N
239;21/04/2003;21;4;2003;segunda-feira;17;U;N
240;22/04/2003;22;4;2003;terça-feira;17;U;N
241;23/04/2003;23;4;2003;quarta-feira;17;U;N
242;24/04/2003;24;4;2003;quinta-feira;17;U;N
243;25/04/2003;25;4;2003;sexta-feira;17;N;S
244;26/04/2003;26;4;2003;sábado;17;N;N
245;27/04/2003;27;4;2003;domingo;17;N;N
246;28/04/2003;28;4;2003;segunda-feira;18;U;N
247;29/04/2003;29;4;2003;terça-feira;18;U;N
248;30/04/2003;30;4;2003;quarta-feira;18;U;N
249;01/05/2003;1;5;2003;quinta-feira;18;N;S
250;02/05/2003;2;5;2003;sexta-feira;18;U;N
251;03/05/2003;3;5;2003;sábado;18;N;N
252;04/05/2003;4;5;2003;domingo;18;N;N
253;05/05/2003;5;5;2003;segunda-feira;19;U;N
254;06/05/2003;6;5;2003;terça-feira;19;U;N
255;07/05/2003;7;5;2003;quarta-feira;19;U;N
256;08/05/2003;8;5;2003;quinta-feira;19;U;N
257;09/05/2003;9;5;2003;sexta-feira;19;U;N
258;10/05/2003;10;5;2003;sábado;19;N;N
259;11/05/2003;11;5;2003;domingo;19;N;N
260;12/05/2003;12;5;2003;segunda-feira;20;U;N
261;13/05/2003;13;5;2003;terça-feira;20;U;N
262;14/05/2003;14;5;2003;quarta-feira;20;U;N
263;15/05/2003;15;5;2003;quinta-feira;20;U;N
264;16/05/2003;16;5;2003;sexta-feira;20;U;N
265;17/05/2003;17;5;2003;sábado;20;N;N
266;18/05/2003;18;5;2003;domingo;20;N;N
267;19/05/2003;19;5;2003;segunda-feira;21;U;N
268;20/05/2003;20;5;2003;terça-feira;21;U;N
269;21/05/2003;21;5;2003;quarta-feira;21;U;N
270;22/05/2003;22;5;2003;quinta-feira;21;U;N
271;23/05/2003;23;5;2003;sexta-feira;21;U;N
272;24/05/2003;24;5;2003;sábado;21;N;N
273;25/05/2003;25;5;2003;domingo;21;N;N
274;26/05/2003;26;5;2003;segunda-feira;22;U;N
275;27/05/2003;27;5;2003;terça-feira;22;U;N
276;28/05/2003;28;5;2003;quarta-feira;22;U;N
277;29/05/2003;29;5;2003;quinta-feira;22;U;N
278;30/05/2003;30;5;2003;sexta-feira;22;U;N
279;31/05/2003;31;5;2003;sábado;22;N;N
280;01/06/2003;1;6;2003;domingo;22;N;N
281;02/06/2003;2;6;2003;segunda-feira;23;U;N
282;03/06/2003;3;6;2003;terça-feira;23;U;N
283;04/06/2003;4;6;2003;quarta-feira;23;U;N
284;05/06/2003;5;6;2003;quinta-feira;23;U;N
285;06/06/2003;6;6;2003;sexta-feira;23;U;N
286;07/06/2003;7;6;2003;sábado;23;N;N
287;08/06/2003;8;6;2003;domingo;23;N;N
288;09/06/2003;9;6;2003;segunda-feira;24;U;N
289;10/06/2003;10;6;2003;terça-feira;24;N;S
290;11/06/2003;11;6;2003;quarta-feira;24;U;N
291;12/06/2003;12;6;2003;quinta-feira;24;U;N
292;13/06/2003;13;6;2003;sexta-feira;24;U;N
293;14/06/2003;14;6;2003;sábado;24;N;N
294;15/06/2003;15;6;2003;domingo;24;N;N
295;16/06/2003;16;6;2003;segunda-feira;25;U;N
296;17/06/2003;17;6;2003;terça-feira;25;U;N
297;18/06/2003;18;6;2003;quarta-feira;25;U;N
298;19/06/2003;19;6;2003;quinta-feira;25;N;S
299;20/06/2003;20;6;2003;sexta-feira;25;U;N
300;21/06/2003;21;6;2003;sábado;25;N;N
301;22/06/2003;22;6;2003;domingo;25;N;N
302;23/06/2003;23;6;2003;segunda-feira;26;U;N
303;24/06/2003;24;6;2003;terça-feira;26;N;S
304;25/06/2003;25;6;2003;quarta-feira;26;U;N
305;26/06/2003;26;6;2003;quinta-feira;26;U;N
306;27/06/2003;27;6;2003;sexta-feira;26;U;N
307;28/06/2003;28;6;2003;sábado;26;N;N
308;29/06/2003;29;6;2003;domingo;26;N;N
309;30/06/2003;30;6;2003;segunda-feira;27;U;N
310;01/07/2003;1;7;2003;terça-feira;27;U;N
311;02/07/2003;2;7;2003;quarta-feira;27;U;N
312;03/07/2003;3;7;2003;quinta-feira;27;U;N
313;04/07/2003;4;7;2003;sexta-feira;27;U;N
314;05/07/2003;5;7;2003;sábado;27;N;N
315;06/07/2003;6;7;2003;domingo;27;N;N
316;07/07/2003;7;7;2003;segunda-feira;28;U;N
317;08/07/2003;8;7;2003;terça-feira;28;U;N
318;09/07/2003;9;7;2003;quarta-feira;28;U;N
319;10/07/2003;10;7;2003;quinta-feira;28;U;N
320;11/07/2003;11;7;2003;sexta-feira;28;U;N
321;12/07/2003;12;7;2003;sábado;28;N;N
322;13/07/2003;13;7;2003;domingo;28;N;N
323;14/07/2003;14;7;2003;segunda-feira;29;U;N
324;15/07/2003;15;7;2003;terça-feira;29;U;N
325;16/07/2003;16;7;2003;quarta-feira;29;U;N
326;17/07/2003;17;7;2003;quinta-feira;29;U;N
327;18/07/2003;18;7;2003;sexta-feira;29;U;N
328;19/07/2003;19;7;2003;sábado;29;N;N
329;20/07/2003;20;7;2003;domingo;29;N;N
330;21/07/2003;21;7;2003;segunda-feira;30;U;N
331;22/07/2003;22;7;2003;terça-feira;30;U;N
332;23/07/2003;23;7;2003;quarta-feira;30;U;N
333;24/07/2003;24;7;2003;quinta-feira;30;U;N
334;25/07/2003;25;7;2003;sexta-feira;30;U;N
335;26/07/2003;26;7;2003;sábado;30;N;N
336;27/07/2003;27;7;2003;domingo;30;N;N
337;28/07/2003;28;7;2003;segunda-feira;31;U;N
338;29/07/2003;29;7;2003;terça-feira;31;U;N
339;30/07/2003;30;7;2003;quarta-feira;31;U;N
340;31/07/2003;31;7;2003;quinta-feira;31;U;N
341;01/08/2003;1;8;2003;sexta-feira;31;U;N
342;02/08/2003;2;8;2003;sábado;31;N;N
343;03/08/2003;3;8;2003;domingo;31;N;N
344;04/08/2003;4;8;2003;segunda-feira;32;U;N
345;05/08/2003;5;8;2003;terça-feira;32;U;N
346;06/08/2003;6;8;2003;quarta-feira;32;U;N
347;07/08/2003;7;8;2003;quinta-feira;32;U;N
348;08/08/2003;8;8;2003;sexta-feira;32;U;N
349;09/08/2003;9;8;2003;sábado;32;N;N
350;10/08/2003;10;8;2003;domingo;32;N;N
351;11/08/2003;11;8;2003;segunda-feira;33;U;N
352;12/08/2003;12;8;2003;terça-feira;33;U;N
353;13/08/2003;13;8;2003;quarta-feira;33;U;N
354;14/08/2003;14;8;2003;quinta-feira;33;U;N
355;15/08/2003;15;8;2003;sexta-feira;33;N;S
356;16/08/2003;16;8;2003;sábado;33;N;N
357;17/08/2003;17;8;2003;domingo;33;N;N
358;18/08/2003;18;8;2003;segunda-feira;34;U;N
359;19/08/2003;19;8;2003;terça-feira;34;U;N
360;20/08/2003;20;8;2003;quarta-feira;34;U;N
361;21/08/2003;21;8;2003;quinta-feira;34;U;N
362;22/08/2003;22;8;2003;sexta-feira;34;U;N
363;23/08/2003;23;8;2003;sábado;34;N;N
364;24/08/2003;24;8;2003;domingo;34;N;N
365;25/08/2003;25;8;2003;segunda-feira;35;U;N
366;26/08/2003;26;8;2003;terça-feira;35;U;N
367;27/08/2003;27;8;2003;quarta-feira;35;U;N
368;28/08/2003;28;8;2003;quinta-feira;35;U;N
369;29/08/2003;29;8;2003;sexta-feira;35;U;N
370;30/08/2003;30;8;2003;sábado;35;N;N
371;31/08/2003;31;8;2003;domingo;35;N;N
372;01/09/2003;1;9;2003;segunda-feira;36;U;N
373;02/09/2003;2;9;2003;terça-feira;36;U;N
374;03/09/2003;3;9;2003;quarta-feira;36;U;N
375;04/09/2003;4;9;2003;quinta-feira;36;U;N
376;05/09/2003;5;9;2003;sexta-feira;36;U;N
377;06/09/2003;6;9;2003;sábado;36;N;N
378;07/09/2003;7;9;2003;domingo;36;N;N
379;08/09/2003;8;9;2003;segunda-feira;37;U;N
380;09/09/2003;9;9;2003;terça-feira;37;U;N
381;10/09/2003;10;9;2003;quarta-feira;37;U;N
382;11/09/2003;11;9;2003;quinta-feira;37;U;N
383;12/09/2003;12;9;2003;sexta-feira;37;U;N
384;13/09/2003;13;9;2003;sábado;37;N;N
385;14/09/2003;14;9;2003;domingo;37;N;N
386;15/09/2003;15;9;2003;segunda-feira;38;U;N
387;16/09/2003;16;9;2003;terça-feira;38;U;N
388;17/09/2003;17;9;2003;quarta-feira;38;U;N
389;18/09/2003;18;9;2003;quinta-feira;38;U;N
390;19/09/2003;19;9;2003;sexta-feira;38;U;N
391;20/09/2003;20;9;2003;sábado;38;N;N
392;21/09/2003;21;9;2003;domingo;38;N;N
393;22/09/2003;22;9;2003;segunda-feira;39;U;N
394;23/09/2003;23;9;2003;terça-feira;39;U;N
395;24/09/2003;24;9;2003;quarta-feira;39;U;N
396;25/09/2003;25;9;2003;quinta-feira;39;U;N
397;26/09/2003;26;9;2003;sexta-feira;39;U;N
398;27/09/2003;27;9;2003;sábado;39;N;N
399;28/09/2003;28;9;2003;domingo;39;N;N
400;29/09/2003;29;9;2003;segunda-feira;40;U;N
401;30/09/2003;30;9;2003;terça-feira;40;U;N
402;01/10/2003;1;10;2003;quarta-feira;40;U;N
403;02/10/2003;2;10;2003;quinta-feira;40;U;N
404;03/10/2003;3;10;2003;sexta-feira;40;U;N
405;04/10/2003;4;10;2003;sábado;40;N;N
406;05/10/2003;5;10;2003;domingo;40;N;S
407;06/10/2003;6;10;2003;segunda-feira;41;U;N
408;07/10/2003;7;10;2003;terça-feira;41;U;N
409;08/10/2003;8;10;2003;quarta-feira;41;U;N
410;09/10/2003;9;10;2003;quinta-feira;41;U;N
411;10/10/2003;10;10;2003;sexta-feira;41;U;N
412;11/10/2003;11;10;2003;sábado;41;N;N
413;12/10/2003;12;10;2003;domingo;41;N;N
414;13/10/2003;13;10;2003;segunda-feira;42;U;N
415;14/10/2003;14;10;2003;terça-feira;42;U;N
416;15/10/2003;15;10;2003;quarta-feira;42;U;N
417;16/10/2003;16;10;2003;quinta-feira;42;U;N
418;17/10/2003;17;10;2003;sexta-feira;42;U;N
419;18/10/2003;18;10;2003;sábado;42;N;N
420;19/10/2003;19;10;2003;domingo;42;N;N
421;20/10/2003;20;10;2003;segunda-feira;43;U;N
422;21/10/2003;21;10;2003;terça-feira;43;U;N
423;22/10/2003;22;10;2003;quarta-feira;43;U;N
424;23/10/2003;23;10;2003;quinta-feira;43;U;N
425;24/10/2003;24;10;2003;sexta-feira;43;U;N
426;25/10/2003;25;10;2003;sábado;43;N;N
427;26/10/2003;26;10;2003;domingo;43;N;N
428;27/10/2003;27;10;2003;segunda-feira;44;U;N
429;28/10/2003;28;10;2003;terça-feira;44;U;N
430;29/10/2003;29;10;2003;quarta-feira;44;U;N
431;30/10/2003;30;10;2003;quinta-feira;44;U;N
432;31/10/2003;31;10;2003;sexta-feira;44;U;N
433;01/11/2003;1;11;2003;sábado;44;N;S
434;02/11/2003;2;11;2003;domingo;44;N;N
435;03/11/2003;3;11;2003;segunda-feira;45;U;N
436;04/11/2003;4;11;2003;terça-feira;45;U;N
437;05/11/2003;5;11;2003;quarta-feira;45;U;N
438;06/11/2003;6;11;2003;quinta-feira;45;U;N
439;07/11/2003;7;11;2003;sexta-feira;45;U;N
440;08/11/2003;8;11;2003;sábado;45;N;N
441;09/11/2003;9;11;2003;domingo;45;N;N
442;10/11/2003;10;11;2003;segunda-feira;46;U;N
443;11/11/2003;11;11;2003;terça-feira;46;U;N
444;12/11/2003;12;11;2003;quarta-feira;46;U;N
445;13/11/2003;13;11;2003;quinta-feira;46;U;N
446;14/11/2003;14;11;2003;sexta-feira;46;U;N
447;15/11/2003;15;11;2003;sábado;46;N;N
448;16/11/2003;16;11;2003;domingo;46;N;N
449;17/11/2003;17;11;2003;segunda-feira;47;U;N
450;18/11/2003;18;11;2003;terça-feira;47;U;N
451;19/11/2003;19;11;2003;quarta-feira;47;U;N
452;20/11/2003;20;11;2003;quinta-feira;47;U;N
453;21/11/2003;21;11;2003;sexta-feira;47;U;N
454;22/11/2003;22;11;2003;sábado;47;N;N
455;23/11/2003;23;11;2003;domingo;47;N;N
456;24/11/2003;24;11;2003;segunda-feira;48;U;N
457;25/11/2003;25;11;2003;terça-feira;48;U;N
458;26/11/2003;26;11;2003;quarta-feira;48;U;N
459;27/11/2003;27;11;2003;quinta-feira;48;U;N
460;28/11/2003;28;11;2003;sexta-feira;48;U;N
461;29/11/2003;29;11;2003;sábado;48;N;N
462;30/11/2003;30;11;2003;domingo;48;N;N
463;01/12/2003;1;12;2003;segunda-feira;49;N;S
464;02/12/2003;2;12;2003;terça-feira;49;U;N
465;03/12/2003;3;12;2003;quarta-feira;49;U;N
466;04/12/2003;4;12;2003;quinta-feira;49;U;N
467;05/12/2003;5;12;2003;sexta-feira;49;U;N
468;06/12/2003;6;12;2003;sábado;49;N;N
469;07/12/2003;7;12;2003;domingo;49;N;N
470;08/12/2003;8;12;2003;segunda-feira;50;N;S
471;09/12/2003;9;12;2003;terça-feira;50;U;N
472;10/12/2003;10;12;2003;quarta-feira;50;U;N
473;11/12/2003;11;12;2003;quinta-feira;50;U;N
474;12/12/2003;12;12;2003;sexta-feira;50;U;N
475;13/12/2003;13;12;2003;sábado;50;N;N
476;14/12/2003;14;12;2003;domingo;50;N;N
477;15/12/2003;15;12;2003;segunda-feira;51;U;N
478;16/12/2003;16;12;2003;terça-feira;51;U;N
479;17/12/2003;17;12;2003;quarta-feira;51;U;N
480;18/12/2003;18;12;2003;quinta-feira;51;U;N
481;19/12/2003;19;12;2003;sexta-feira;51;U;N
482;20/12/2003;20;12;2003;sábado;51;N;N
483;21/12/2003;21;12;2003;domingo;51;N;N
484;22/12/2003;22;12;2003;segunda-feira;52;U;N
485;23/12/2003;23;12;2003;terça-feira;52;U;N
486;24/12/2003;24;12;2003;quarta-feira;52;U;N
487;25/12/2003;25;12;2003;quinta-feira;52;N;S
488;26/12/2003;26;12;2003;sexta-feira;52;U;N
489;27/12/2003;27;12;2003;sábado;52;N;N
490;28/12/2003;28;12;2003;domingo;52;N;N
491;29/12/2003;29;12;2003;segunda-feira;1;U;N
492;30/12/2003;30;12;2003;terça-feira;1;U;N
493;31/12/2003;31;12;2003;quarta-feira;1;U;N
494;01/01/2004;1;1;2004;quinta-feira;1;N;S
495;02/01/2004;2;1;2004;sexta-feira;1;U;N
496;03/01/2004;3;1;2004;sábado;1;N;N
497;04/01/2004;4;1;2004;domingo;1;N;N
498;05/01/2004;5;1;2004;segunda-feira;2;U;N
